Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-05-05 00:00:00+05:30,102.33911739127544,104.50121116803939,101.22202855152257,103.12467193603516,9925470,0.0,0.0
2015-05-06 00:00:00+05:30,102.21660830178223,102.3391301451714,97.00596100469,97.82035064697266,9298055,0.0,0.0
2015-05-07 00:00:00+05:30,97.013182442533,97.29425018006138,91.3124543063808,93.64031219482422,6735975,0.0,0.0
2015-05-08 00:00:00+05:30,95.16818859441534,99.31219941204178,94.69973282687945,98.61312103271484,6537756,0.0,0.0
2015-05-11 00:00:00+05:30,99.74461844397413,102.33913721848914,99.25454538588579,101.92833709716797,6250194,0.0,0.0
2015-05-12 00:00:00+05:30,101.90669772368537,101.9427360894288,96.57353616987216,97.09964752197266,6854481,0.0,0.0
2015-05-13 00:00:00+05:30,98.15906515324542,105.21469209557004,98.15906515324542,104.09761047363281,38481851,0.0,0.0
2015-05-14 00:00:00+05:30,102.771541328678,106.78582647369888,101.67607687174885,106.2957534790039,26280844,0.0,0.0
2015-05-15 00:00:00+05:30,106.37503142631125,107.28310783927115,104.93363311995923,106.47592163085938,15502215,0.0,0.0
2015-05-18 00:00:00+05:30,105.9570236724766,112.28475243471415,105.9570236724766,111.614501953125,17281278,0.0,0.0
2015-05-19 00:00:00+05:30,110.8433703316483,112.78925574559125,110.05059794838537,110.99471282958984,13493245,0.0,0.0
2015-05-20 00:00:00+05:30,111.70819737017838,113.22166529282646,111.2757800136132,112.49375915527344,14434024,0.0,0.0
2015-05-21 00:00:00+05:30,112.81086521675456,113.14959573339893,111.13164089475815,112.49375915527344,9851602,0.0,0.0
2015-05-22 00:00:00+05:30,113.27932729741437,115.23962659852184,112.42889927377499,114.55496215820312,13381322,0.0,0.0
2015-05-25 00:00:00+05:30,113.87028983040749,115.09547949923557,112.6451001615794,113.33697509765625,11963825,0.0,0.0
2015-05-26 00:00:00+05:30,113.84145641162563,115.88103557836466,113.14958868422443,114.37477111816406,17826044,0.0,0.0
2015-05-27 00:00:00+05:30,112.60185895562132,114.44684683604633,112.58744504385761,113.9423599243164,11121457,0.0,0.0
2015-05-28 00:00:00+05:30,113.72615532513302,114.01443357074253,103.11748001335293,105.87054443359375,38326555,0.0,0.0
2015-05-29 00:00:00+05:30,105.79847715830209,105.79847715830209,97.82035142732121,101.8058090209961,52597892,0.0,0.0
2015-06-01 00:00:00+05:30,102.19497986809672,104.0255538560897,90.41877795943269,91.2475814819336,71545880,0.0,0.0
2015-06-02 00:00:00+05:30,91.96107943575238,94.18803255277636,89.58277664685126,91.81694030761719,112566102,0.0,0.0
2015-06-03 00:00:00+05:30,293.7727953348228,293.7727953348228,54.4963129054937,56.238555908203125,89673759,0.0,0.0
2015-06-04 00:00:00+05:30,57.39151796188709,61.15783262869637,56.007972407561816,59.72304916381836,27138057,0.0,0.0
2015-06-05 00:00:00+05:30,59.95363649999032,62.028956521588356,57.57086391907027,59.05689239501953,18109318,0.0,0.0
2015-06-08 00:00:00+05:30,59.77428077118265,60.1585991164228,50.49940258334443,51.11431121826172,27980663,0.0,0.0
2015-06-09 00:00:00+05:30,51.57549491747871,53.240875710038445,50.1150872696252,51.37052536010742,24868857,0.0,0.0
2015-06-10 00:00:00+05:30,51.49862804945058,52.98465989731265,51.242417022601295,51.549869537353516,9294001,0.0,0.0
2015-06-11 00:00:00+05:30,52.113544968750645,52.36975603641816,49.44894053793696,50.16633224487305,10489218,0.0,0.0
2015-06-12 00:00:00+05:30,49.70515203256341,49.73077278081672,47.70669779545296,48.14225769042969,9493008,0.0,0.0
2015-06-15 00:00:00+05:30,48.14225307830954,53.573948045695595,47.143026055482174,51.4730110168457,23764327,0.0,0.0
2015-06-16 00:00:00+05:30,51.4730114657862,51.62673952925464,48.06539126013286,49.6026611328125,11264023,0.0,0.0
2015-06-17 00:00:00+05:30,50.166326425127295,51.93419012034896,49.29520674371435,50.85810089111328,13221475,0.0,0.0
2015-06-18 00:00:00+05:30,51.31928325139381,51.908571170177375,50.26881473089613,51.063072204589844,7826482,0.0,0.0
2015-06-19 00:00:00+05:30,51.06307003986688,51.67797867852945,49.320827103322216,49.65390396118164,6430158,0.0,0.0
2015-06-22 00:00:00+05:30,49.93573176405254,50.90933792787683,49.44893047580764,50.14070129394531,5395954,0.0,0.0
2015-06-23 00:00:00+05:30,50.21757550662233,51.959818720157294,49.9357436810122,51.421775817871094,8146500,0.0,0.0
2015-06-24 00:00:00+05:30,51.26804892545942,51.677988092578715,49.500184922006646,49.78201675415039,5616487,0.0,0.0
2015-06-25 00:00:00+05:30,48.42409133911133,48.936513460257835,47.16864960889865,48.42409133911133,14788371,0.0,0.0
2015-06-26 00:00:00+05:30,48.52657017777325,49.807628958401565,48.039768845588235,48.34722137451172,8700138,0.0,0.0
2015-06-29 00:00:00+05:30,47.604205415966476,47.604205415966476,46.22066006748446,46.8099479675293,5251014,0.0,0.0
2015-06-30 00:00:00+05:30,46.50249233883487,48.11662787324603,45.990066708343996,46.553733825683594,10729342,0.0,0.0
2015-07-01 00:00:00+05:30,46.78432764774598,47.65545092683453,46.65622033358551,46.96367645263672,8195635,0.0,0.0
2015-07-02 00:00:00+05:30,47.399244851817194,47.65545952637268,46.32315541562478,46.78433609008789,9383950,0.0,0.0
2015-07-03 00:00:00+05:30,46.93805609719122,47.83479654175939,46.37438893247144,46.63059997558594,8627185,0.0,0.0
2015-07-06 00:00:00+05:30,46.11818403187936,46.93806234891397,45.93883520161112,46.50250244140625,8015491,0.0,0.0
2015-07-07 00:00:00+05:30,46.83557467700627,47.911667633603805,46.143803708338076,47.16865158081055,8715245,0.0,0.0
